target_workbook,excel_row_number,data_row_no,source_no,selected_hunt_code,boundary_audit_status,before_boundary_id,after_boundary_id,lock_status,lock_reason
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,339,338,338,DB1076,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,7,7,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,340,339,339,DB1118,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,108,108,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,341,340,340,DS1002,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,98,98,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,342,341,341,DS1003,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5141,5141,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,343,342,342,DS1004,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,193,193,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,344,343,343,DS1006,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,100,100,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,345,344,344,DS1007,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,195,195,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,346,345,345,DS6605,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,305,305,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,347,346,346,EB3128,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,867,867,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,348,347,347,EB3209,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5129,5129,LOCKED,row resolved via hunt code / boundary matching
