hunt_code,source_hunt_name,source_species,source_sex_type,source_hunt_type,source_weapon,source_season,source_permits_res,source_permits_nr,source_permits_total,canonical_match_count,canonical_permit_sets,status,source_file
EL3009,"La Sal, La Sal Mtns",Elk,Bull,Limited Entry - Private Land Only,Archery,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3010,Monroe,Elk,Bull,Limited Entry - Private Land Only,Archery,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3011,Mt Dutton,Elk,Bull,Limited Entry - Private Land Only,Archery,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3013,"North Slope, Three Corners",Elk,Bull,Limited Entry - Private Land Only,Archery,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3015,Panguitch Lake,Elk,Bull,Limited Entry - Private Land Only,Archery,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3018,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry - Private Land Only,Archery,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3019,San Juan Bull Elk,Elk,Bull,Limited Entry - Private Land Only,Archery,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3020,Diamond Mtn,Elk,Bull,Limited Entry - Private Land Only,Archery,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3022,Wasatch Mtns,Elk,Bull,Limited Entry - Private Land Only,Archery,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3024,"Beaver, East",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3025,"Beaver, East",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3028,"Book Cliffs, Little Creek Roadless",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3031,"Box Elder, Pilot Mtn",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 13 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3032,"Cache, Meadowville",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3033,"Cache, Meadowville",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3036,"Cache, South",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3037,"Cache, South",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3038,Manti,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3039,Manti,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3042,"Fillmore, Pahvant",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3043,"Fillmore, Pahvant",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3044,"La Sal, Dolores Triangle",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Dec 06 2025 - Jan 31 2026 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3045,"La Sal, La Sal Mtns",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3046,"La Sal, La Sal Mtns",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3047,Monroe,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3048,Monroe,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3049,Mt Dutton,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3050,Mt Dutton,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3053,"North Slope, Three Corners",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3056,Panguitch Lake,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3057,Panguitch Lake,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3063,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3064,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3065,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3066,San Juan Bull Elk,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3067,San Juan Bull Elk,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3068,Diamond Mtn,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3069,Diamond Mtn,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3072,Wasatch Mtns,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3073,Wasatch Mtns,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3077,"Beaver, East",Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3079,"Book Cliffs, Little Creek Roadless",Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3081,"Cache, Meadowville",Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3083,"Cache, South",Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3084,Manti,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3086,"Fillmore, Pahvant",Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3087,"La Sal, La Sal Mtns",Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3088,Monroe,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3089,Mt Dutton,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3091,"North Slope, Three Corners",Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3093,Panguitch Lake,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3096,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3097,San Juan Bull Elk,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3098,Diamond Mtn,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3100,Wasatch Mtns,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3126,Manti,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3127,Wasatch Mtns,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3130,"Box Elder, Pilot Mtn",Elk,Bull,Limited Entry - Private Land Only,Archery,Aug 16 2025 - Sept 07 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3132,"Cache, North",Elk,Bull,Limited Entry - Private Land Only,Archery,Sept 01 2025 - Sept 30 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3135,Barney Top/Kaiparowits,Elk,Bull,Limited Entry - Private Land Only,Archery,Sept 01 2025 - Sept 30 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3136,"Southwest Desert, North",Elk,Bull,Limited Entry - Private Land Only,Archery,Sept 01 2025 - Sept 30 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3137,"West Desert, Deep Creek",Elk,Bull,Limited Entry - Private Land Only,Archery,Sept 01 2025 - Sept 30 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3139,"Cache, North",Elk,Bull,Limited Entry - Private Land Only,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Nov 08 2025 - Nov 30 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3142,Barney Top/Kaiparowits,Elk,Bull,Limited Entry - Private Land Only,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Nov 08 2025 - Nov 30 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3143,"Southwest Desert, North",Elk,Bull,Limited Entry - Private Land Only,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Nov 08 2025 - Nov 30 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3144,"West Desert, Deep Creek",Elk,Bull,Limited Entry - Private Land Only,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Nov 08 2025 - Nov 30 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3145,Boulder,Elk,Bull,Limited Entry - Private Land Only,Archery,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3146,"Southwest Desert, South",Elk,Bull,Limited Entry - Private Land Only,Archery,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3147,"Box Elder, Grouse Creek",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3148,Boulder,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3149,"Southwest Desert, South",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3150,"Box Elder, Grouse Creek",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3151,Boulder,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3152,"Southwest Desert, South",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3153,"Box Elder, Grouse Creek",Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3154,Boulder,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3155,"Southwest Desert, South",Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3158,"Beaver, East",Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3159,"Beaver, East",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3160,"Book Cliffs, Bitter Creek/East",Elk,Bull,Limited Entry - Private Land Only,Archery,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3161,"Book Cliffs, Bitter Creek/East",Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3162,"Book Cliffs, Bitter Creek/East",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3163,"Book Cliffs, Bitter Creek/East",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3164,"Book Cliffs, Bitter Creek/East",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3166,"Book Cliffs, Bitter Creek/East",Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3167,"Book Cliffs, Little Creek Roadless",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3168,"Cache, Meadowville",Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3169,"Cache, Meadowville",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3170,"Cache, South",Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3171,"Cache, South",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3172,Manti,Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3173,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry - Private Land Only,Archery,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3174,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3175,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3176,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3177,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3179,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3180,"Fillmore, Pahvant",Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3181,"Fillmore, Pahvant",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3182,"La Sal, La Sal Mtns",Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3183,"La Sal, La Sal Mtns",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3184,Monroe,Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3185,Monroe,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3186,Mt Dutton,Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3187,Mt Dutton,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3188,Panguitch Lake,Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3189,Panguitch Lake,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3190,Boulder,Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3191,Boulder,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3192,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3193,San Juan Bull Elk,Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3194,San Juan Bull Elk,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3195,Diamond Mtn,Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3196,Diamond Mtn,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3197,"Southwest Desert, South",Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3198,"Southwest Desert, South",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3199,Wasatch Mtns,Elk,Bull,Limited Entry - Private Land Only,Archery,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3205,East Canyon,Elk,Bull,Limited Entry - Private Land Only,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Dec 20 2025 - Dec 28 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3208,Morgan-South Rich,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon (Late),Dec 20 2025 - Dec 28 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EL3210,"North Slope, Three Corners",Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
LO0011,Diamond Mtn Landowner Association,Elk,Bull,Limited Entry - Private Land Only,Archery,Aug 15 2026 - Sept 15 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
LO0012,Diamond Mtn Landowner Association,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,"Sept 16 - Sept 20, 2026 - Valid only on property enrolled in the Diamond Mtn LOA",,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
LO0013,Diamond Mtn Landowner Association,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,"Oct 3, 2026 - Oct 15, 2026 - Valid only on property enrolled in the Diamond Mtn LOA",,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
LO0014,Diamond Mtn Landowner Association,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,"Sept 21, 2026 - Oct 2, 2026 - Valid only on property enrolled in the Diamond Mtn LOA",,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
LO0015,Diamond Mtn Landowner Association,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Nov 07 2026 - Nov 15 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EX1000,Elk Extended Archery,Elk,Hunters Choice,Extended Archery,Archery,"Aug 15 - Dec 15, 2026 | West Cache Aug 15, 2026 - Jan 31, 2027",,,0,0,,missing_from_canonical,dwr_huntboundary_elk_hunters_choice.json
DG1000,Northern Goose Area - Dark Goose,"Goose, Dark",Either Sex,Waterfowl,Any Legal Weapon,"Oct 4 - Oct 11, 2025 & Oct 27, 2025 - Jan 31, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_goose_dark_either_sex.json
