identity_key,actual_draw_year,model_target_year,hunt_code,species,sex_type,weapon,boundary_id,hunt_name,hunt_type,draw_design,season,source_row_count,source_files,identity_status
2021|DB1769|deer|buck|any legal weapon,2021,2022,DB1769,Deer,Buck,Any Legal Weapon,628,Beaver,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1770|deer|buck|any legal weapon,2021,2022,DB1770,Deer,Buck,Any Legal Weapon,607,Box Elder,General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,22,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1771|deer|buck|any legal weapon,2021,2022,DB1771,Deer,Buck,Any Legal Weapon,29,Cache,General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1772|deer|buck|any legal weapon,2021,2022,DB1772,Deer,Buck,Any Legal Weapon,619,"Central Mtns, Manti/san Rafael",General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1773|deer|buck|any legal weapon,2021,2022,DB1773,Deer,Buck,Any Legal Weapon,616,"Central Mtns, Nebo",General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1775|deer|buck|any legal weapon,2021,2022,DB1775,Deer,Buck,Any Legal Weapon,804,Fillmore,General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1777|deer|buck|any legal weapon,2021,2022,DB1777,Deer,Buck,Any Legal Weapon,611,Kamas,Dedicated Hunter,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,22,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1778|deer|buck|any legal weapon,2021,2022,DB1778,Deer,Buck,Any Legal Weapon,617,"La Sal, La Sal Mtns",Dedicated Hunter,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,22,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1779|deer|buck|any legal weapon,2021,2022,DB1779,Deer,Buck,Any Legal Weapon,629,Monroe,General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1780|deer|buck|any legal weapon,2021,2022,DB1780,Deer,Buck,Any Legal Weapon,630,Mt Dutton,General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1781|deer|buck|any legal weapon,2021,2022,DB1781,Deer,Buck,Any Legal Weapon,615,Nine Mile,General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,22,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1782|deer|buck|any legal weapon,2021,2022,DB1782,Deer,Buck,Any Legal Weapon,612,North Slope,Dedicated Hunter,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,22,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1783|deer|buck|any legal weapon,2021,2022,DB1783,Deer,Buck,Any Legal Weapon,609,Ogden,Dedicated Hunter,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,22,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1784|deer|buck|any legal weapon,2021,2022,DB1784,Deer,Buck,Any Legal Weapon,622,Oquirrh - stansbury,Dedicated Hunter,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1785|deer|buck|any legal weapon,2021,2022,DB1785,Deer,Buck,Any Legal Weapon,634,Panguitch Lake,General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1786|deer|buck|any legal weapon,2021,2022,DB1786,Deer,Buck,Any Legal Weapon,636,Pine Valley,General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1787|deer|buck|any legal weapon,2021,2022,DB1787,Deer,Buck,Any Legal Weapon,455,"Plateau, Boulder/kaiparowits",General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1788|deer|buck|any legal weapon,2021,2022,DB1788,Deer,Buck,Any Legal Weapon,633,"Plateau, Fishlake",General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1789|deer|buck|any legal weapon,2021,2022,DB1789,Deer,Buck,Any Legal Weapon,632,"Plateau, Thousand Lakes",Dedicated Hunter,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1790|deer|buck|any legal weapon,2021,2022,DB1790,Deer,Buck,Any Legal Weapon,618,"San Juan, Abajo Mtns",Dedicated Hunter,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,22,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1791|deer|buck|any legal weapon,2021,2022,DB1791,Deer,Buck,Any Legal Weapon,614,"South Slope, Bonanza/vernal",General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1792|deer|buck|any legal weapon,2021,2022,DB1792,Deer,Buck,Any Legal Weapon,613,"South Slope, Yellowstone",General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1793|deer|buck|any legal weapon,2021,2022,DB1793,Deer,Buck,Any Legal Weapon,625,Southwest Desert,Dedicated Hunter,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1794|deer|buck|any legal weapon,2021,2022,DB1794,Deer,Buck,Any Legal Weapon,621,"Wasatch Mtns, East",General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1795|deer|buck|any legal weapon,2021,2022,DB1795,Deer,Buck,Any Legal Weapon,620,"Wasatch Mtns, West",General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1796|deer|buck|any legal weapon,2021,2022,DB1796,Deer,Buck,Any Legal Weapon,624,"West Desert, Tintic",Dedicated Hunter,Preference,,22,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1797|deer|buck|any legal weapon,2021,2022,DB1797,Deer,Buck,Any Legal Weapon,623,"West Desert, West",Dedicated Hunter,Preference,,22,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1798|deer|buck|any legal weapon,2021,2022,DB1798,Deer,Buck,Any Legal Weapon,635,Zion,General Season,Preference,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS1000|desert bighorn sheep|ram|any legal weapon,2021,2022,DS1000,Desert Bighorn Sheep,Ram,Any Legal Weapon,5110,Sportsman Desert Bighorn,Sportsman,Random,"Sept 1 - Dec 31, 2026",1,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6600|desert bighorn sheep|ram|any legal weapon,2021,2022,DS6600,Desert Bighorn Sheep,Ram,Any Legal Weapon,94,Henry Mtns,Once-in-a-Lifetime,Max/Weighted Split,Sept 12 2026 - Nov 10 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6601|desert bighorn sheep|male only|any legal weapon,2021,2022,DS6601,Desert Bighorn Sheep,Male Only,Any Legal Weapon,98,"Kaiparowits, East",Once-in-a-Lifetime,Max/Weighted Split,Sept 12 2026 - Nov 10 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6602|desert bighorn sheep|ram|any legal weapon,2021,2022,DS6602,Desert Bighorn Sheep,Ram,Any Legal Weapon,99,"Kaiparowits, Escalante",Once-in-a-Lifetime,Max/Weighted Split,Historical 2025 draw only; season dates not validated in current DATABASE,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6603|desert bighorn sheep|male only|any legal weapon,2021,2022,DS6603,Desert Bighorn Sheep,Male Only,Any Legal Weapon,100,"Kaiparowits, West",Once-in-a-Lifetime,Max/Weighted Split,Sept 12 2026 - Nov 10 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6604|desert bighorn sheep|ram|any legal weapon,2021,2022,DS6604,Desert Bighorn Sheep,Ram,Any Legal Weapon,688,"La Sal, Potash/south Cisco",Once-in-a-Lifetime,Max/Weighted Split,Sept 12 2026 - Nov 10 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6606|desert bighorn sheep|ram|any legal weapon,2021,2022,DS6606,Desert Bighorn Sheep,Ram,Any Legal Weapon,187,"San Juan, Lockhart",Once-in-a-Lifetime,Max/Weighted Split,Sept 12 2026 - Nov 10 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6607|desert bighorn sheep|ram|any legal weapon,2021,2022,DS6607,Desert Bighorn Sheep,Ram,Any Legal Weapon,190,"San Juan, South",Once-in-a-Lifetime,Max/Weighted Split,Sept 12 2026 - Nov 10 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6608|desert bighorn sheep|male only|any legal weapon,2021,2022,DS6608,Desert Bighorn Sheep,Male Only,Any Legal Weapon,193,"San Rafael, Dirty Devil",Once-in-a-Lifetime,Max/Weighted Split,Sept 12 2026 - Nov 10 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6609|desert bighorn sheep|ram|any legal weapon,2021,2022,DS6609,Desert Bighorn Sheep,Ram,Any Legal Weapon,194,"San Rafael, North",Once-in-a-Lifetime,Max/Weighted Split,Sept 12 2026 - Nov 10 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6610|desert bighorn sheep|ram|any legal weapon,2021,2022,DS6610,Desert Bighorn Sheep,Ram,Any Legal Weapon,195,"San Rafael, South",Once-in-a-Lifetime,Max/Weighted Split,Sept 12 2026 - Nov 10 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6611|desert bighorn sheep|male only|any legal weapon,2021,2022,DS6611,Desert Bighorn Sheep,Male Only,Any Legal Weapon,635,Zion,Once-in-a-Lifetime,Max/Weighted Split,Sept 12 2026 - Nov 10 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6612|desert bighorn sheep|ram|any legal weapon,2021,2022,DS6612,Desert Bighorn Sheep,Ram,Any Legal Weapon,635,Zion,Once-in-a-Lifetime,Max/Weighted Split,,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6620|desert bighorn sheep|ram|any legal weapon,2021,2022,DS6620,Desert Bighorn Sheep,Ram,Any Legal Weapon,306,"Pine Valley, Virgin River",Once-in-a-Lifetime,Max/Weighted Split,Oct 24 2026 - Dec 25 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6621|desert bighorn sheep|ram|any legal weapon,2021,2022,DS6621,Desert Bighorn Sheep,Ram,Any Legal Weapon,305,"Pine Valley, Beaver Dam",Once-in-a-Lifetime,Max/Weighted Split,Oct 24 2026 - Dec 25 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6622|desert bighorn sheep|ram|any legal weapon,2021,2022,DS6622,Desert Bighorn Sheep,Ram,Any Legal Weapon,308,"San Juan, North",Once-in-a-Lifetime,Max/Weighted Split,Sept 12 2026 - Nov 10 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6623|desert bighorn sheep|ram|any legal weapon,2021,2022,DS6623,Desert Bighorn Sheep,Ram,Any Legal Weapon,309,"San Juan, San Juan River",Once-in-a-Lifetime,Max/Weighted Split,Sept 12 2026 - Nov 10 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DS6624|desert bighorn sheep|ram|archery,2021,2022,DS6624,Desert Bighorn Sheep,Ram,Archery,193,"San Rafael, Dirty Devil",Once-in-a-Lifetime,Max/Weighted Split,Nov 11 2026 - Dec 17 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|EA1004|elk|bull|any legal weapon,2021,2022,EA1004,Elk,Bull,Any Legal Weapon,12,"Book Cliffs, Little Creek Roadless",Limited Entry,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|EA1007|elk|bull|any legal weapon,2021,2022,EA1007,Elk,Bull,Any Legal Weapon,867,"Box Elder, Grouse Creek",Limited Entry,Preference,Nov 06 2026 - Jan 31 2027,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|EA1008|elk|bull|any legal weapon,2021,2022,EA1008,Elk,Bull,Any Legal Weapon,867,"Box Elder, Grouse Creek",Limited Entry,Preference,,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
