hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,database_allotment_2026_res,database_allotment_2026_nr,database_allotment_2026_total,recommended_res,recommended_nr,recommended_total,database_alignment,reconciliation_status,winner_source,confidence,source_support_count,source_presence,conflicting_sources,recommended_action,decision_reason,hanumber_status,hunttable_status,utahdraws_status,buck_deer_status,database_status,prior_unresolved_classification,prior_unresolved_sources,remaining_split_bucket,remaining_matching_sources
EB3127,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,155,17,172,155,17,172,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3145,Boulder,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,31,4,35,31,4,35,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3146,"Southwest Desert, South",Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,39,4,43,39,4,43,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3148,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,13,1,14,13,1,14,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3149,"Southwest Desert, South",Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,16,2,18,16,2,18,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3152,"Southwest Desert, South",Elk,Bull,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,26,3,29,26,3,29,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3158,"Beaver, East",Elk,Bull,Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,18,2,20,18,2,20,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,CONSERVATION_TABLE_DB_MATCH,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3159,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,27,3,30,27,3,30,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,CONSERVATION_TABLE_DB_MATCH,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3160,"Book Cliffs, Bitter Creek/East",Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,22,2,24,22,2,24,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3163,"Book Cliffs, Bitter Creek/East",Elk,Bull,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,14,2,16,14,2,16,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3164,"Book Cliffs, Bitter Creek/East",Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,25,3,28,25,3,28,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,CONSERVATION_TABLE_DB_MATCH,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3168,"Cache, Meadowville",Elk,Bull,Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,4,1,5,4,1,5,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 3 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,CORE_REVIEW,,
EB3173,Nebo/San Pitch Mtns,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,29,3,32,29,3,32,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3175,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,12,1,13,12,1,13,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3177,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,34,4,38,34,4,38,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3183,La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,42,5,47,42,5,47,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,CONSERVATION_TABLE_DB_MATCH,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3187,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,22,3,25,22,3,25,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,CONSERVATION_TABLE_DB_MATCH,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3189,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,20,2,22,20,2,22,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,CONSERVATION_TABLE_DB_MATCH,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3191,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,37,4,41,37,4,41,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,CONSERVATION_TABLE_DB_MATCH,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3194,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,33,4,37,33,4,37,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,CONSERVATION_TABLE_DB_MATCH,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3198,"Southwest Desert, South",Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,46,5,51,46,5,51,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,CONSERVATION_TABLE_DB_MATCH,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3199,Wasatch Mtns,Elk,Bull,Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,9,1,10,9,1,10,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,CONSERVATION_TABLE_DB_MATCH,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3561,Two Bear CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,5,0,5,5,0,5,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,CORE_REVIEW,,
EB3609,Royal Ivory Outfitters CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,3,0,3,3,0,3,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,CORE_REVIEW,,
EB3616,Sweetwater CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2024 season dates,,,1,,,1,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,CORE_REVIEW,,
EB3617,Diamond Mountain CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,CORE_REVIEW,,
EB3620,The Dirty Dozen,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,CORE_REVIEW,,
GO1000,Mountain Goat - Statewide Permit,Mountain Goat,Hunters Choice,Any Legal Weapon,Statewide,"Sept 1 - Dec 31, 2026",,,1,,,1,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,UTAHDRAWS,MEDIUM_SINGLE_SOURCE,1,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,utahdraws selected as the only non-database source with permit values.,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,,CONSERVATION_SYNTHETIC_DISPLAY_CODE_REQUIRED,CORE_REVIEW,,
GO6800,Beaver,Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Sept 27 2026,7,2,9,7,2,9,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
GO6821,Nebo,Mountain Goat,Hunters Choice,Archery,Once-in-a-lifetime,Sept 16 2026 - Sept 25 2026,12,0,12,12,0,12,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,CONSERVATION_TABLE_DB_MATCH,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
MA1005,Morgan-South Rich,Moose,Antlerless,Any Legal Weapon,Limited Entry,Sept 19 2026 - Oct 18 2026,2,1,3,2,1,3,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_MOOSE_RECOMMENDED_USER_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER
MA1006,"Wasatch Mtns, West",Moose,Antlerless,Any Legal Weapon,Limited Entry,Sept 21 2024 - Oct 20 2024,4,1,5,4,1,5,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,CORE_REVIEW,,
MA1007,Morgan-South Rich,Moose,Antlerless,Archery,Limited Entry,Aug 01 2026 - Sept 18 2026,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_MOOSE_RECOMMENDED_USER_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER
MA1008,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,Antlerless,Any Legal Weapon,Limited Entry,Sept 19 2026 - Oct 18 2026,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_MOOSE_RECOMMENDED_USER_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER
MA1011,Beaver Hollow,Moose,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,,,1,,,1,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_TOTAL_ONLY,DATABASE_MISSING,CORE_REVIEW,,
MB1000,Moose - Statewide Permit,Moose,Bull,Any Legal Weapon,Statewide,"Sept 1 - Nov 15, 2026",,,1,,,1,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,UTAHDRAWS,MEDIUM_SINGLE_SOURCE,1,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,utahdraws selected as the only non-database source with permit values.,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,RECONCILED_2026_RECOMMENDED_TOTAL_ONLY,CONSERVATION_SYNTHETIC_DISPLAY_CODE_REQUIRED,CORE_REVIEW,,
MB6011,Wasatch Mtns/Central Mtns,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,19,3,22,19,3,22,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
MB6200,Bear Springs CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,CORE_REVIEW,,
