hunt_code,hunt_name,species,permits_2024_res,permits_2024_nr,permits_2024_total,permits_2024_source
EB3184,Monroe,Elk,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3185,Monroe,Elk,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7009,Mt Dutton,Black Bear,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7109,Mt Dutton,Black Bear,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7210,Mt Dutton,Black Bear,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7322,Mt Dutton,Black Bear,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1053,Mt Dutton,Deer,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1511,Mt Dutton,Deer,27,4,31,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1541,Mt Dutton,Deer,46,6,52,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1571,Mt Dutton,Deer,24,2,26,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1780,Mt Dutton,Deer,11,1,12,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3011,Mt Dutton,Elk,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3049,Mt Dutton,Elk,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3050,Mt Dutton,Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3089,Mt Dutton,Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3113,Mt Dutton,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3186,Mt Dutton,Elk,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3187,Mt Dutton,Elk,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
GO6814,Mt Dutton,Mountain Goat,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1055,Fishlake,Deer,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1519,Fishlake,Deer,56,11,67,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1549,Fishlake,Deer,105,7,112,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1579,Fishlake,Deer,41,4,45,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1596,Fishlake,Deer,57,6,63,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1788,Fishlake,Deer,9,1,10,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1083,Panguitch Lake,Deer,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1516,Panguitch Lake,Deer,194,13,207,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1546,Panguitch Lake,Deer,278,27,305,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1576,Panguitch Lake,Deer,89,10,99,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1594,Panguitch Lake,Deer,127,15,142,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1785,Panguitch Lake,Deer,19,3,22,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1069,Panguitch Lake,Elk,13,1,14,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3015,Panguitch Lake,Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3056,Panguitch Lake,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3057,Panguitch Lake,Elk,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3093,Panguitch Lake,Elk,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3117,Panguitch Lake,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3188,Panguitch Lake,Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3189,Panguitch Lake,Elk,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1043,Zion,Deer,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1529,Zion,Deer,191,19,210,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1559,Zion,Deer,247,28,275,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1589,Zion,Deer,201,22,223,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1597,Zion,Deer,154,16,170,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1798,Zion,Deer,98,8,106,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DS6611,Zion,Desert Bighorn Sheep,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1117,Zion,Elk,70,10,80,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1034,Pine Valley,Deer,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1517,Pine Valley,Deer,212,20,232,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1547,Pine Valley,Deer,283,26,309,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1577,Pine Valley,Deer,169,12,181,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1595,Pine Valley,Deer,198,9,207,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1786,Pine Valley,Deer,145,10,155,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1254,Pine Valley,Elk,11,2,13,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5013,Pine Valley,Pronghorn,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5042,Pine Valley,Pronghorn,7,1,8,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5062,Pine Valley,Pronghorn,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1224,Cotton Thomas CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3511,Cotton Thomas CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BI6532,"Book Cliffs, Bitter Creek",Bison,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BI6534,"Book Cliffs, Bitter Creek",Bison,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BI6535,"Book Cliffs, Bitter Creek",Bison,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BI6536,"Book Cliffs, Bitter Creek",Bison,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5001,"Book Cliffs, Bitter Creek",Pronghorn,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5026,"Book Cliffs, Bitter Creek",Pronghorn,9,2,11,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
RS6720,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
RS6726,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
RS6727,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1203,"Box Elder, Pilot Mtn",Elk,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1204,"Box Elder, Pilot Mtn",Elk,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3031,"Box Elder, Pilot Mtn",Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3130,"Box Elder, Pilot Mtn",Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR1009,La Sal,Black Bear,9,1,10,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR1012,La Sal,Black Bear,5,1,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR1017,La Sal,Black Bear,0,1,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7307,La Sal,Black Bear,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1222,"Beaver, East",Elk,13,3,16,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1223,"Beaver, East",Elk,11,2,13,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3000,"Beaver, East",Elk,6,1,7,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3024,"Beaver, East",Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3025,"Beaver, East",Elk,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3077,"Beaver, East",Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3102,"Beaver, East",Elk,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3158,"Beaver, East",Elk,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3159,"Beaver, East",Elk,7,1,8,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DS6604,"La Sal, Potash/South Cisco",Desert Bighorn Sheep,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5009,"La Sal, Potash/South Cisco",Pronghorn,3,0,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5035,"La Sal, Potash/South Cisco",Pronghorn,8,2,10,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1075,Boulder East,Elk,10,1,11,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1076,Boulder West,Elk,11,1,12,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1079,Fishlake/Thousand Lakes East,Elk,28,3,31,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1080,Fishlake/Thousand Lakes West,Elk,15,1,16,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5076,Parker Mtn,Pronghorn,7,2,9,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5077,Parker Mtn,Pronghorn,5,1,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5078,Parker Mtn,Pronghorn,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR1010,San Juan,Black Bear,6,1,7,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR1013,San Juan,Black Bear,5,0,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR1016,San Juan,Black Bear,0,1,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7014,San Juan,Black Bear,7,1,8,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7116,San Juan,Black Bear,6,1,7,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7217,San Juan,Black Bear,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7312,San Juan,Black Bear,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1081,San Juan,Elk,43,8,51,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1082,San Juan,Elk,50,8,58,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1017,"Book Cliffs, North",Deer,28,2,30,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5041,"Panguitch Lake/Zion, North",Pronghorn,7,1,8,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5054,"Panguitch Lake/Zion, North",Pronghorn,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5061,"Panguitch Lake/Zion, North",Pronghorn,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5312,TL Bar Ranch CWMU,Pronghorn,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1219,Chimney Rock CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1124,Chimney Rock CWMU,Elk,6,0,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3508,Chimney Rock CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1229,Dilly Ranch CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1146,Jump Creek CWMU,Elk,5,0,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3532,Jump Creek CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1251,Indian Head CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1142,Indian Head CWMU,Elk,7,0,7,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3527,Indian Head CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1274,Patmos Ridge CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3541,Patmos Ridge CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1285,Sand Creek CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1160,Sand Creek CWMU,Elk,3,0,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3547,Sand Creek CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1294,Spring Creek Acres CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
MB6011,Wasatch Mtns/Central Mtns,Moose,13,1,14,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7004,Manti South/San Rafael North,Black Bear,3,0,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7105,Manti South/San Rafael North,Black Bear,7,1,8,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7204,Manti South/San Rafael North,Black Bear,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7304,Manti South/San Rafael North,Black Bear,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5006,"Box Elder, West",Pronghorn,5,1,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5031,"Box Elder, West",Pronghorn,9,2,11,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PD1017,"Box Elder, West",Pronghorn,5,1,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1028,Fillmore,Deer,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1506,Fillmore,Deer,123,15,138,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1536,Fillmore,Deer,247,11,258,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1566,Fillmore,Deer,101,15,116,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1591,Fillmore,Deer,95,14,109,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1775,Fillmore,Deer,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1309,West Willow Creek Ranch CWMU,Deer,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3607,West Willow Creek Ranch CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DA1011,George Creek CWMU,Deer,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1240,George Creek CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5330,George Creek CWMU,Pronghorn,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1234,East Zion CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
TK1021,East Zion CWMU,Turkey,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1208,Blackhawk CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3504,Blackhawk CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1094,"Vernal, Mosby Mtn",Elk,61,5,66,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
RS6713,"Nine Mile, Jack Creek",Rocky Mountain Bighorn Sheep,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
RS6712,"Nine Mile, Gray Canyon",Rocky Mountain Bighorn Sheep,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5327,Cottonwood Ridge CWMU,Pronghorn,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1322,Pahvant Ensign CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1192,Pahvant Ensign CWMU,Elk,3,0,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3603,Pahvant Ensign CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5328,Pahvant Ensign CWMU,Pronghorn,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
TK1018,Pahvant Ensign CWMU,Turkey,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1234,Royal Ivory Outfitters CWMU,Elk,5,0,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5329,Snowville Flat CWMU,Pronghorn,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5326,Cedar Springs CWMU,Pronghorn,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1187,"Paunsaugunt, Hatch Bench",Elk,9,1,10,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DA1018,"Pine Valley, New Harmony",Deer,9,1,10,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7016,Wasatch Mtns West-Central,Black Bear,6,2,8,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1326,Rosette CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1327,Mountain Sky Ranch CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1201,Mountain Sky Ranch CWMU,Elk,4,0,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3606,Mountain Sky Ranch CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1025,"Manti, West",Elk,47,3,50,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1023,"Manti, South",Elk,48,4,52,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1024,"Manti, South",Elk,53,9,62,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3147,"Box Elder, Grouse Creek",Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3150,"Box Elder, Grouse Creek",Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3153,"Box Elder, Grouse Creek",Elk,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3135,Barney Top/Kaiparowits,Elk,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3142,Barney Top/Kaiparowits,Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3136,"Southwest Desert, North",Elk,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3143,"Southwest Desert, North",Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3146,"Southwest Desert, South",Elk,6,1,7,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3149,"Southwest Desert, South",Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3152,"Southwest Desert, South",Elk,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3155,"Southwest Desert, South",Elk,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3157,"Southwest Desert, South",Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3197,"Southwest Desert, South",Elk,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3198,"Southwest Desert, South",Elk,5,1,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1332,West Ridge CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3611,West Ridge CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1331,Raft River CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1330,Iron Spring CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5339,Iron Spring CWMU,Pronghorn,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1333,5S CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1237,"La Sal Mtns, North",Elk,31,12,43,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1242,"Vernal, Buckskin Hills-Jensen",Elk,45,4,49,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1243,"Vernal, Buckskin Hills-Jensen",Elk,42,7,49,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PD1043,"Nine Mile, Anthro-Pleasant Valley",Pronghorn,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
TK1006,Southeastern Area,Turkey,62,4,66,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
TK1007,Southern Area,Turkey,222,14,236,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
TK1004,Northeastern Area,Turkey,48,2,50,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
TK1003,Central Area,Turkey,84,2,86,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
TK1005,Northern Area,Turkey,102,1,103,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BI6528,"Book Cliffs, Little Creek/South",Bison,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BI6529,"Book Cliffs, Little Creek/South",Bison,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BI6531,"Book Cliffs, Little Creek/South",Bison,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BI6537,"Book Cliffs, Little Creek/South",Bison,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1336,First Light CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1335,Big Piney Ranch CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1251,"Southwest Desert, Burbank/Garrison",Elk,7,2,9,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DA1047,Vernal-Ouray Valley,Deer,22,2,24,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PD1044,Vernal-Ouray Valley,Pronghorn,12,2,14,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3160,"Book Cliffs, Bitter Creek/East",Elk,6,1,7,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3161,"Book Cliffs, Bitter Creek/East",Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3162,"Book Cliffs, Bitter Creek/East",Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3163,"Book Cliffs, Bitter Creek/East",Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3164,"Book Cliffs, Bitter Creek/East",Elk,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3165,"Book Cliffs, Bitter Creek/East",Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3166,"Book Cliffs, Bitter Creek/East",Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3173,Nebo/San Pitch Mtns,Elk,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3174,Nebo/San Pitch Mtns,Elk,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3175,Nebo/San Pitch Mtns,Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3176,Nebo/San Pitch Mtns,Elk,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3177,Nebo/San Pitch Mtns,Elk,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3178,Nebo/San Pitch Mtns,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3179,Nebo/San Pitch Mtns,Elk,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1342,Faust Valley CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5342,Salt Wells CWMU,Pronghorn,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1341,Dry Creek CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DA1049,"Vernal, Ashley Valley",Deer,21,1,22,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DA1048,Fillmore City,Deer,5,0,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7123,Kamas/North Slope Summit,Black Bear,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7229,Kamas/North Slope Summit,Black Bear,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7321,Kamas/North Slope Summit,Black Bear,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB1007,Draw-only Youth Any Bull/Hunters Choice Elk,Elk,675,75,750,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7008,La Sal,Black Bear,6,1,7,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7019,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7108,La Sal,Black Bear,5,1,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
