hunt_code,hunt_name,species,sex_type,hunt_type,universe_status,delete_recommendation,successor_hunt_code,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_status,notes
LO1510,Monroe,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1511,Mt Dutton,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1512,Nine Mile,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1513,North Slope,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1514,Ogden,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1516,Panguitch Lake,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1517,Pine Valley,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1518,Boulder/Kaiparowits,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1519,Fishlake,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1521,"San Juan, Abajo Mtns",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1522,Vernal/Bonanza,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1523,Yellowstone,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1524,Southwest Desert,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1525,"Wasatch Mtns, East",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1526,"Wasatch Mtns, West",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1529,Zion,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1531,Box Elder,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,2,,Included in active 2026 permit reconciliation union.
LO1533,Manti/San Rafael,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1534,Nebo,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,2,,Included in active 2026 permit reconciliation union.
LO1536,Fillmore,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,2,,Included in active 2026 permit reconciliation union.
LO1538,Kamas,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,2,,Included in active 2026 permit reconciliation union.
LO1539,"La Sal, La Sal Mtns",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1540,Monroe,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,2,,Included in active 2026 permit reconciliation union.
LO1541,Mt Dutton,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,2,,Included in active 2026 permit reconciliation union.
LO1542,Nine Mile,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,2,,Included in active 2026 permit reconciliation union.
LO1543,North Slope,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1544,Ogden,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,2,,Included in active 2026 permit reconciliation union.
LO1546,Panguitch Lake,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1547,Pine Valley,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,2,,Included in active 2026 permit reconciliation union.
LO1549,Fishlake,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,2,,Included in active 2026 permit reconciliation union.
LO1551,"San Juan, Abajo Mtns",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1552,Vernal/Bonanza,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1553,Yellowstone,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1554,Southwest Desert,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1555,"Wasatch Mtns, East",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1556,"Wasatch Mtns, West",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1559,Zion,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,2,,Included in active 2026 permit reconciliation union.
LO1561,Box Elder,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1563,Manti/San Rafael,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1564,Nebo,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1566,Fillmore,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1568,Kamas,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1569,"La Sal, La Sal Mtns",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1570,Monroe,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1571,Mt Dutton,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1572,Nine Mile,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1573,North Slope,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1574,Ogden,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1576,Panguitch Lake,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1577,Pine Valley,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1579,Fishlake,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1581,"San Juan, Abajo Mtns",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1582,Vernal/Bonanza,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1583,Yellowstone,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1584,Southwest Desert,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1585,"Wasatch Mtns, East",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1586,"Wasatch Mtns, West",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1589,Zion,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1591,Fillmore,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,,Included in active 2026 permit reconciliation union.
LO1592,Kamas,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,,Included in active 2026 permit reconciliation union.
LO1593,Nine Mile,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,,Included in active 2026 permit reconciliation union.
LO1594,Panguitch Lake,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1595,Pine Valley,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,,Included in active 2026 permit reconciliation union.
LO1596,Fishlake,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,,Included in active 2026 permit reconciliation union.
LO1597,Zion,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,,Included in active 2026 permit reconciliation union.
LO1598,North Slope,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1599,Chalk Creek,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1600,Chalk Creek,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1601,Chalk Creek,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1602,Chalk Creek,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1603,East Canyon,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1604,East Canyon,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1605,East Canyon,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1606,East Canyon,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1607,Morgan-South Rich,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1608,Morgan-South Rich,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1609,Morgan-South Rich,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1610,Morgan-South Rich,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1611,"Beaver, East",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1612,"Beaver, East",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1613,"Beaver, East",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1614,"Beaver, West",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1615,"Beaver, West",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1616,"Beaver, West",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1617,"West Desert, Swasey",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1618,"West Desert, Swasey",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1619,"West Desert, Swasey",Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1620,Oquirrh/Tintic,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1621,Oquirrh/Tintic,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1622,Oquirrh/Tintic,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1623,Cedar/Stansbury,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1624,Cedar/Stansbury,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1625,Cedar/Stansbury,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1627,Cache,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,2,,Included in active 2026 permit reconciliation union.
LO1628,Cache,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,2,,Included in active 2026 permit reconciliation union.
LO1629,Boulder/Kaiparowits,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1630,Boulder/Kaiparowits,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LO1631,Box Elder,Deer,Buck,General Season - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,,Included in active 2026 permit reconciliation union.
LP5025,Beaver - Private Land Only,Pronghorn,Buck,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LP5031,"Box Elder, West - Private Land Only",Pronghorn,Buck,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LP5033,"Fillmore, Oak Creek South - Private Land Only",Pronghorn,Buck,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LP5046,"San Rafael, North - Private Land Only",Pronghorn,Buck,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LP5049,Southwest Desert - Private Land Only,Pronghorn,Buck,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
LP5051,"West Desert, Rush Valley - Private Land Only",Pronghorn,Buck,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
MA1005,Morgan-South Rich,Moose,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,2,1,3,RECONCILED_2026_MOOSE_RECOMMENDED_USER_CONFIRMED,Included in active 2026 permit reconciliation union.
MA1006,"Wasatch Mtns, West",Moose,Antlerless,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
MA1007,Morgan-South Rich,Moose,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,2,0,2,RECONCILED_2026_MOOSE_RECOMMENDED_USER_CONFIRMED,Included in active 2026 permit reconciliation union.
MA1008,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,2,0,2,RECONCILED_2026_MOOSE_RECOMMENDED_USER_CONFIRMED,Included in active 2026 permit reconciliation union.
MA1009,Causey Spring CWMU,Moose,Antlerless,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
MA1010,Deseret CWMU,Moose,Antlerless,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
MA1011,Beaver Hollow,Moose,Antlerless,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,RECONCILED_2026_RECOMMENDED_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
MB1000,Moose - Statewide Permit,Moose,Bull,Statewide,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,RECONCILED_2026_RECOMMENDED_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
MB6000,Cache,Moose,Bull,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,14.0,3.0,17,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
MB6001,Chalk Creek,Moose,Bull,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,0.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
MB6002,East Canyon,Moose,Bull,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,0.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
MB6003,"East Canyon, Morgan-Summit",Moose,Bull,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,0.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
MB6004,Kamas,Moose,Bull,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,0.0,6,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
MB6005,Morgan-South Rich,Moose,Bull,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,0.0,6,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
MB6006,"North Slope, Summit",Moose,Bull,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,20.0,3.0,23,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
MB6007,"North Slope, Three Corners/West Daggett",Moose,Bull,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,2.0,8,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
MB6008,Ogden,Moose,Bull,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,7.0,0.0,7,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
MB6009,Diamond Mtn/Vernal,Moose,Bull,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
MB6010,Yellowstone,Moose,Bull,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,0.0,6,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
MB6011,Wasatch Mtns/Central Mtns,Moose,Bull,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,19.0,3.0,22,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
MB6012,Box Elder,Moose,Bull,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
MB6200,Bear Springs CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,Included in active 2026 permit reconciliation union.
MB6201,Beaver Hollow CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
MB6202,Causey Spring CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
MB6206,Deseret CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
MB6207,Durst Mountain CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,Included in active 2026 permit reconciliation union.
MB6208,East Fork Chalk Creek CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
MB6209,Ensign Ranches CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,Included in active 2026 permit reconciliation union.
MB6211,Grass Valley/Clark Canyon CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,0.0,4,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
MB6217,Sharp Mountain CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,Included in active 2026 permit reconciliation union.
MB6219,Skull Crack CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
MB6220,South Canyon CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,Included in active 2026 permit reconciliation union.
MB6222,Strawberry Ridge CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
MB6223,Three C CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,Included in active 2026 permit reconciliation union.
MB6224,Two Bear CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,Included in active 2026 permit reconciliation union.
MB6225,Wallsburg CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_OIL_PDF_2026_NUMBERS_PENDING,Included in active 2026 permit reconciliation union.
MB6240,Chimney Rock CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,Included in active 2026 permit reconciliation union.
MB6251,Hardscrabble CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
MB6254,SJ Ranch CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,Included in active 2026 permit reconciliation union.
MB6256,Woodruff Creek South CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
MB6257,Ingham Peak CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_OIL_PDF_2026_NUMBERS_PENDING,Included in active 2026 permit reconciliation union.
MB6258,Jacob's Creek CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
MB6259,Royal Ivory Outfitters CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,CROSSWALK_CONFIRMED_ACTIVE_2025_PDF_2026_NUMBERS_PENDING,Included in active 2026 permit reconciliation union.
MB6262,Junction Valley CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
MB6263,Moon Ranch CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
