hunt_code,year,in_2026_database,overall_status,reconciliation_action,permit_status,harvest_permits,draw_total_permits_reconciled,harvest_permits_unique,draw_total_permits_unique,draw_permits_by_residency,metadata_status,metadata_matching_columns,metadata_fill_candidate_columns,metadata_conflict_columns,harvest_row_count,draw_row_count,draw_points_count,harvest_model_target_years,harvest_source_files,draw_source_files,draw_statuses,harvest_boundary_id,draw_boundary_id,harvest_hunt_name,draw_hunt_name,harvest_species,draw_species,harvest_sex_type,draw_sex_type,harvest_hunt_type,draw_hunt_type,harvest_weapon,draw_weapon,harvest_hunt_class,draw_hunt_class
PB5042,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,24,22,24,0|1|3|4|6,"{""Nonresident"": ""2"", ""Resident"": ""20""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,636,Pine Valley,Pine Valley,Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Any Legal Weapon,Any Legal Weapon,,Public
PB5044,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,4,4,4,0|1|2,"{""Nonresident"": ""0"", ""Resident"": ""4""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,186,"San Juan, Hatch Point","San Juan, Hatch Point",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Any Legal Weapon,Any Legal Weapon,,Public
PB5045,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,6,6,6,0|1|2,"{""Nonresident"": ""1"", ""Resident"": ""5""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,443,"San Rafael, Desert","San Rafael, Desert",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Any Legal Weapon,Any Legal Weapon,,Public
PB5046,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,71,62,71,0|1|2|3|4|6|9|12,"{""Nonresident"": ""6"", ""Resident"": ""56""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,194,"San Rafael, North","San Rafael, North",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Any Legal Weapon,Any Legal Weapon,,Public
PB5047,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,56,53,56,0|1|2|3|4|5|6|17,"{""Nonresident"": ""5"", ""Resident"": ""48""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,461,Diamond Mtn/Bonanza,Diamond Mtn/Bonanza,Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Any Legal Weapon,Any Legal Weapon,,Public
PB5048,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,71,66,71,0|1|2|5|7|8|9|23,"{""Nonresident"": ""7"", ""Resident"": ""59""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,208,Vernal,Vernal,Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Any Legal Weapon,Any Legal Weapon,,Public
PB5049,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,112,102,112,0|1|2|3|5|7|8|10|13|26,"{""Nonresident"": ""10"", ""Resident"": ""92""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,625,Southwest Desert,Southwest Desert,Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Any Legal Weapon,Any Legal Weapon,,Public
PB5050,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,78,73,78,0|1|2|3|4|5|6|7|10|16,"{""Nonresident"": ""7"", ""Resident"": ""66""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,244,"West Desert, Riverbed","West Desert, Riverbed",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Any Legal Weapon,Any Legal Weapon,,Public
PB5051,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,37,36,37,0|1|2|3|5|6|8,"{""Nonresident"": ""4"", ""Resident"": ""32""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,245,"West Desert, Rush Valley","West Desert, Rush Valley",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Any Legal Weapon,Any Legal Weapon,,Public
PB5052,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,100,96,100,0|1|2|3|4|5|7|8|10|11|13|24,"{""Nonresident"": ""10"", ""Resident"": ""86""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,246,"West Desert, Snake Valley","West Desert, Snake Valley",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Any Legal Weapon,Any Legal Weapon,,Public
PB5053,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,3,3,3,0|1,"{""Nonresident"": ""0"", ""Resident"": ""3""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,277,"Nine Mile, Range Creek","Nine Mile, Range Creek",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Archery,Archery,,Public
PB5054,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,8,8,8,0|1|2,"{""Nonresident"": ""1"", ""Resident"": ""7""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,718,"Panguitch Lake/Zion, North","Panguitch Lake/Zion, North",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Archery,Archery,,Public
PB5055,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,2,2,2,0|1,"{""Nonresident"": ""0"", ""Resident"": ""2""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,443,"San Rafael, Desert","San Rafael, Desert",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Archery,Archery,,Public
PB5056,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,23,21,23,0|1|2|3|4|5,"{""Nonresident"": ""2"", ""Resident"": ""19""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,194,"San Rafael, North","San Rafael, North",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Muzzleloader,Muzzleloader,,Public
PB5059,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,32,32,32,0|1|3|4|5|8|10,"{""Nonresident"": ""2"", ""Resident"": ""30""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,129,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Muzzleloader,Muzzleloader,,Public
PB5060,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,19,19,19,0|1|2|4|7,"{""Nonresident"": ""2"", ""Resident"": ""17""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,461,Diamond Mtn/Bonanza,Diamond Mtn/Bonanza,Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Muzzleloader,Muzzleloader,,Public
PB5061,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,8,8,8,0|1|2,"{""Nonresident"": ""1"", ""Resident"": ""7""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,718,"Panguitch Lake/Zion, North","Panguitch Lake/Zion, North",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Muzzleloader,Muzzleloader,,Public
PB5062,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,8,8,8,0|1|2|4,"{""Nonresident"": ""1"", ""Resident"": ""7""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,636,Pine Valley,Pine Valley,Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Muzzleloader,Muzzleloader,,Public
PB5065,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,15,15,15,0|1|4,"{""Nonresident"": ""2"", ""Resident"": ""13""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,81,"Fillmore, Oak Creek South","Fillmore, Oak Creek South",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Muzzleloader,Muzzleloader,,Public
PB5066,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,13,13,13,0|1|3|5,"{""Nonresident"": ""1"", ""Resident"": ""12""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,289,"North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Muzzleloader,Muzzleloader,,Public
PB5072,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,22,22,22,0|1|5|7|8,"{""Nonresident"": ""2"", ""Resident"": ""20""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,208,Vernal,Vernal,Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Muzzleloader,Muzzleloader,,Public
PB5073,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,6,6,6,0|1|3,"{""Nonresident"": ""0"", ""Resident"": ""6""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,38,"Cache, Rich","Cache, Rich",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Any Legal Weapon,Any Legal Weapon,,Public
PB5074,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,2,2,2,0|1,"{""Nonresident"": ""0"", ""Resident"": ""2""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,38,"Cache, Rich","Cache, Rich",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Archery,Archery,,Public
PB5075,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,2,2,2,0|1,"{""Nonresident"": ""0"", ""Resident"": ""2""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,38,"Cache, Rich","Cache, Rich",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Muzzleloader,Muzzleloader,,Public
PB5076,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,82,79,82,0|1|2|3|4|5|6|7|8|14|23,"{""Nonresident"": ""7"", ""Resident"": ""72""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,703,Parker Mtn,Parker Mtn,Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Any Legal Weapon,Any Legal Weapon,,Public
PB5077,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,56,48,56,0|1|2|7|8|22,"{""Nonresident"": ""9"", ""Resident"": ""39""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,703,Parker Mtn,Parker Mtn,Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Archery,Archery,,Public
PB5078,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,60,60,60,0|1|2|3|5|8|17|19,"{""Nonresident"": ""6"", ""Resident"": ""54""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,703,Parker Mtn,Parker Mtn,Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Muzzleloader,Muzzleloader,,Public
PB5079,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,10,7,10,0|1|2,"{""Nonresident"": ""2"", ""Resident"": ""5""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,755,"Box Elder, West","Box Elder, West",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Muzzleloader,Muzzleloader,,Public
PB5080,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,10,7,10,0|1|2,"{""Nonresident"": ""6"", ""Resident"": ""1""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,27,"Box Elder, Snowville","Box Elder, Snowville",Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Muzzleloader,Muzzleloader,,Public
PB5300,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,10,4,10,0|1,"{""Nonresident"": ""0"", ""Resident"": ""4""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,581,Antelope Creek,Antelope Creek CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5302,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,37,16,37,0|1|2|3|5,"{""Nonresident"": ""0"", ""Resident"": ""16""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,568,Deseret,Deseret CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5305,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,3,1,3,0|1,"{""Nonresident"": ""0"", ""Resident"": ""1""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,603,Park Valley,Park Valley CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5306,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,2,1,2,0|1,"{""Nonresident"": ""0"", ""Resident"": ""1""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,590,Rabbit Creek,Rabbit Creek CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5309,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,5,2,5,0|1,"{""Nonresident"": ""0"", ""Resident"": ""2""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,585,Skull Valley South,Skull Valley South CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5311,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,8,3,8,0|1|2,"{""Nonresident"": ""0"", ""Resident"": ""3""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,509,The Rose of Snowville,The Rose of Snowville CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5312,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,1,1,1,0|1,"{""Nonresident"": ""0"", ""Resident"": ""1""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,721,TL Bar Ranch,TL Bar Ranch CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5314,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,7,3,7,0|1,"{""Nonresident"": ""0"", ""Resident"": ""3""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,558,Westlake,Westlake CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5315,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,5,2,5,0|1,"{""Nonresident"": ""0"", ""Resident"": ""2""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,537,Zane,Zane CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5325,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,3,1,3,0|1,"{""Nonresident"": ""0"", ""Resident"": ""1""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,557,Allen Ranch,Allen Ranch CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5326,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,2,1,2,0|1,"{""Nonresident"": ""0"", ""Resident"": ""1""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,830,Cedar Springs,Cedar Springs CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5327,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,10,4,10,0|1,"{""Nonresident"": ""0"", ""Resident"": ""4""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,824,Cottonwood Ridge,Cottonwood Ridge CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5328,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,6,2,6,0|1,"{""Nonresident"": ""0"", ""Resident"": ""2""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,826,Pahvant Ensign,Pahvant Ensign CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5329,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,3,1,3,0|1,"{""Nonresident"": ""0"", ""Resident"": ""1""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,829,Snowville Flat,Snowville Flat CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5330,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,4,2,4,0|1,"{""Nonresident"": ""0"", ""Resident"": ""2""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,806,George Creek,George Creek CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
