hunt_code,species,sex_type,hunt_name,hunt_type,weapon,source_scope,comparison_status,draw_total_permits,expo_permits_matched,draw_plus_expo_total,harvest_permits,permit_delta_harvest_minus_draw,permit_delta_harvest_minus_draw_plus_expo,draw_plus_expo_status,expo_match_status,expo_match_sources,draw_source_files,harvest_source_files,draw_row_count,harvest_row_count,draw_residencies,draw_points_count,harvest_unique_permit_values,in_2026_database,same_total_match_ready,notes
MB6259,Moose,Bull,Cwmu Bull Moose - Royal Ivory Outfitters - Any Legal Weapon,CWMU,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,1,0,1,3,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,3,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
MB6262,Moose,Bull,Junction Valley CWMU,CWMU,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,1,0,1,2,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,2,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
MB6263,Moose,Male Only,Moon Ranch,CWMU,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,1,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,1,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
MB6266,Moose,Bull,Weber Florence Creek/Stillman Creek CWMU,CWMU,Any Legal Weapon,OIL_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,3,0,3,8,5,5,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 O.I.L. Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,8,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB1000,Moose,Male Only,Pronghorn - Statewide Permit,Sportsman,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,2,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,2,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
PB5000,Pronghorn,Buck,Beaver,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,11,0,11,11,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,11,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5001,Pronghorn,Buck,"Book Cliffs, Bitter Creek",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,14,0,14,14,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,14,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5002,Pronghorn,Buck,"Book Cliffs, South",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,8,0,8,9,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,9,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5003,Pronghorn,Buck,"Box Elder, Promontory",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,3,0,3,4,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,4,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5004,Pronghorn,Buck,"Box Elder, Puddle Valley",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,4,0,4,4,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,4,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5005,Pronghorn,Buck,"Box Elder, Snowville",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,DRAW_GREATER_THAN_HARVEST,10,0,10,8,-2,-2,SOURCE_GREATER_THAN_HARVEST,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,8,TRUE,FALSE,"Draw-result total is higher; review extraction grain, hunt status, or whether harvest report filtered the permit universe."
PB5006,Pronghorn,Buck,"Box Elder, West",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,10,0,10,10,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,10,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5008,Pronghorn,Buck,"Fillmore, Oak Creek South",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,14,1,15,15,1,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,"Buck Pronghorn - Limited Entry - Archery - Fillmore, Oak Creek South - Permits: 1",2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,15,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5009,Pronghorn,Buck,"La Sal, Potash/South Cisco",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,6,0,6,6,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,6,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5011,Pronghorn,Buck,"Nine Mile, Anthro-Myton Bench",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,32,0,32,32,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,32,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5012,Pronghorn,Buck,"North Slope, Three Corners/West Daggett",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,13,0,13,13,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,13,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5013,Pronghorn,Buck,Pine Valley,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,8,0,8,8,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,8,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5015,Pronghorn,Buck,"San Rafael, North",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,21,0,21,21,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,21,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5016,Pronghorn,Buck,Diamond Mtn/Bonanza,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,19,0,19,19,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,19,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5017,Pronghorn,Buck,Vernal,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,DRAW_GREATER_THAN_HARVEST,22,0,22,20,-2,-2,SOURCE_GREATER_THAN_HARVEST,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,20,TRUE,FALSE,"Draw-result total is higher; review extraction grain, hunt status, or whether harvest report filtered the permit universe."
PB5018,Pronghorn,Buck,Southwest Desert,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,34,1,35,35,1,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,Buck Pronghorn - Limited Entry - Archery - Southwest Desert - Permits: 1,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,35,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5019,Pronghorn,Buck,"West Desert, Riverbed",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,18,0,18,18,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,18,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5020,Pronghorn,Buck,"West Desert, Rush Valley",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,9,0,9,9,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,9,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5021,Pronghorn,Buck,"West Desert, Snake Valley",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,DRAW_GREATER_THAN_HARVEST,24,0,24,23,-1,-1,SOURCE_GREATER_THAN_HARVEST,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,23,TRUE,FALSE,"Draw-result total is higher; review extraction grain, hunt status, or whether harvest report filtered the permit universe."
PB5024,Pronghorn,Buck,Southwest Desert,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,34,1,35,35,1,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,Buck Pronghorn - Limited Entry - Muzzleloader - Southwest Desert - Permits: 1,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,35,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5025,Pronghorn,Buck,Beaver,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,43,1,44,46,3,2,HARVEST_GREATER_THAN_SOURCE,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,"Buck Pronghorn - Limited Entry - Any Weapon - Beaver
- Permits: 1",2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,46,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5026,Pronghorn,Buck,"Book Cliffs, Bitter Creek",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,55,1,56,58,3,2,HARVEST_GREATER_THAN_SOURCE,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,"Buck Pronghorn - Limited Entry - Any Weapon - Book Cliffs, Bitter Creek - Permits: 1",2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,58,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5027,Pronghorn,Buck,"Book Cliffs, South",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,34,0,34,36,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,36,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5028,Pronghorn,Buck,"Box Elder, Promontory",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,16,0,16,17,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,17,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5029,Pronghorn,Buck,"Box Elder, Puddle Valley",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,16,0,16,17,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,17,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5030,Pronghorn,Buck,"Box Elder, Snowville",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,30,0,30,32,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,32,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5031,Pronghorn,Buck,"Box Elder, West",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,30,0,30,32,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,32,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5033,Pronghorn,Buck,"Fillmore, Oak Creek South",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,43,0,43,48,5,5,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,48,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5034,Pronghorn,Buck,Kaiparowits,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,2,0,2,2,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,2,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5035,Pronghorn,Buck,"La Sal, Potash/South Cisco",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,22,0,22,23,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,23,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5037,Pronghorn,Buck,"Nine Mile, Anthro-Myton Bench",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,96,3,99,104,8,5,HARVEST_GREATER_THAN_SOURCE,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,"Buck Pronghorn - Limited Entry - Any Weapon - Nine Mile, Anthro-Myton Bench - Permits: 3",2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,104,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5038,Pronghorn,Buck,"Nine Mile, Range Creek",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,12,2,14,13,1,-1,SOURCE_GREATER_THAN_HARVEST,EXPO_MATCHED_BY_EXACT_GAP_AND_SPECIES_UNIT,"Buck Pronghorn - Limited Entry - Archery - Nine Mile, Anthro-Myton Bench - Permits: 1|Buck Pronghorn - Limited Entry - Muzzleloader - Nine Mile, Anthro-Myton Bench - Permits: 1",2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,13,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5039,Pronghorn,Buck,"North Slope, Summit",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,17,0,17,18,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,18,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5040,Pronghorn,Buck,"North Slope, Three Corners/West Daggett",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,38,0,38,40,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,40,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5041,Pronghorn,Buck,"Panguitch Lake/Zion, North",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,23,0,23,25,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,25,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5042,Pronghorn,Buck,Pine Valley,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,22,0,22,24,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,24,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5044,Pronghorn,Buck,"San Juan, Hatch Point",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,4,0,4,4,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,4,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5045,Pronghorn,Buck,"San Rafael, Desert",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,6,0,6,6,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,6,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5046,Pronghorn,Buck,"San Rafael, North",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,62,0,62,71,9,9,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,71,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5047,Pronghorn,Buck,Diamond Mtn/Bonanza,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,53,3,56,56,3,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_EXACT_GAP_AND_SPECIES_UNIT,Buck Pronghorn - Limited Entry - Any Weapon - Diamond Mtn/Bonanza - Permits: 3,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,56,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5048,Pronghorn,Buck,Vernal,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,66,0,66,71,5,5,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,71,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5049,Pronghorn,Buck,Southwest Desert,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,102,3,105,112,10,7,HARVEST_GREATER_THAN_SOURCE,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,Buck Pronghorn - Limited Entry - Any Weapon - Southwest Desert - Permits: 3,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,112,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5050,Pronghorn,Buck,"West Desert, Riverbed",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,73,0,73,78,5,5,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,78,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5051,Pronghorn,Buck,"West Desert, Rush Valley",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,36,1,37,37,1,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,"Buck Pronghorn - Limited Entry - Any Weapon - West Desert, Riverbed - Permits: 1",2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,37,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5052,Pronghorn,Buck,"West Desert, Snake Valley",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,96,0,96,100,4,4,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,100,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
PB5053,Pronghorn,Buck,"Nine Mile, Range Creek",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,3,0,3,3,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,3,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5054,Pronghorn,Buck,"Panguitch Lake/Zion, North",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,8,0,8,8,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,8,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
PB5055,Pronghorn,Buck,"San Rafael, Desert",Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,2,0,2,2,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Pronghorn Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,2,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
