hunt_code,boundary_id,boundary_id_source,primary_universe_bucket,scoring_bucket,hunt_name,species,sex_type,hunt_type,weapon,prefix,present_2026_model_workbook,present_2025_model_workbook,present_2026_hunt_matrix,present_DATABASE,present_long_file,present_boundary_index,boundary_geojson_exists,present_BIBLE_2026,present_BIBLE_2025,present_normalized_2025_for_2026,present_demoted_1289_built_master,boundary_geojson_path,member_boundary_ids,source_boundary_ids,source_flags,lock_status
LD1019,85,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,"Fillmore, Oak Creek",Deer,Buck,Limited Entry,Any Legal Weapon,LD,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LD1019.geojson,,85,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LD1023,206,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Diamond Mtn,Deer,Buck,Limited Entry,Any Legal Weapon,LD,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LD1023.geojson,,206,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LD1108,632,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Thousand Lakes,Deer,Buck,Limited Entry,Restricted Rifle,LD,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LD1108.geojson,,632,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO0008,206,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Diamond Mtn,Deer,Buck,Limited Entry,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO0008.geojson,,206,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO0009,206,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Diamond Mtn,Deer,Buck,Limited Entry,Any Legal Weapon,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO0009.geojson,,206,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO0010,206,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Diamond Mountain,Deer,Buck,Limited Entry,Muzzleloader,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,processed_data/boundaries/LO0010.geojson,,206,database|matrix|long|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO0011,206,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Diamond Mtn,Elk,Bull,Limited Entry,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO0011.geojson,,206,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO0012,206,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Diamond Mtn,Elk,Bull,Limited Entry,Any Legal Weapon,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO0012.geojson,,206,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO0013,206,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Diamond Mtn,Elk,Bull,Limited Entry,Any Legal Weapon,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO0013.geojson,,206,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO0014,206,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Diamond Mtn,Elk,Bull,Limited Entry,Muzzleloader,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO0014.geojson,,206,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO0015,206,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Diamond Mtn,Elk,Bull,Limited Entry,Any Legal Weapon,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO0015.geojson,,206,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1501,607,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Box Elder,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1501.geojson,,607,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1502,29,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Cache,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1502.geojson,,29,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1503,619,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Manti/San Rafael,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1503.geojson,,619,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1504,616,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Nebo,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1504.geojson,,616,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1506,804,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Fillmore,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1506.geojson,,804,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1508,611,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Kamas,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1508.geojson,,611,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1509,617,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,La Sal Mtns,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1509.geojson,,617,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1510,629,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Monroe,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1510.geojson,,629,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1511,630,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Mt Dutton,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1511.geojson,,630,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1512,615,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Nine Mile,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1512.geojson,,615,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1513,612,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,North Slope,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1513.geojson,,612,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1514,609,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Ogden,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1514.geojson,,609,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1516,634,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Panguitch Lake,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1516.geojson,,634,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1517,636,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Pine Valley,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1517.geojson,,636,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1518,455,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Boulder/Kaiparowits,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1518.geojson,,455,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1519,633,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Fishlake,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1519.geojson,,633,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1521,618,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,"San Juan, Abajo Mtns",Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1521.geojson,,618,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1522,614,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Vernal/Bonanza,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1522.geojson,,614,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1523,613,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Yellowstone,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1523.geojson,,613,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1524,625,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Southwest Desert,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1524.geojson,,625,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1525,621,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,"Wasatch Mtns, East",Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1525.geojson,,621,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1526,620,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,"Wasatch Mtns, West",Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1526.geojson,,620,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1529,635,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Zion,Deer,Buck,General Season,Archery,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1529.geojson,,635,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1531,607,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Box Elder,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1531.geojson,,607,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1533,619,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Manti/San Rafael,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1533.geojson,,619,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1534,616,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Nebo,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1534.geojson,,616,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1536,804,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Fillmore,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1536.geojson,,804,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1538,611,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Kamas,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1538.geojson,,611,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1539,617,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,La Sal Mtns,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1539.geojson,,617,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1540,629,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Monroe,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1540.geojson,,629,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1541,630,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Mt Dutton,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1541.geojson,,630,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1542,615,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Nine Mile,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1542.geojson,,615,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1543,612,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,North Slope,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1543.geojson,,612,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1544,609,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Ogden,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1544.geojson,,609,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1546,634,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Panguitch Lake,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1546.geojson,,634,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1547,636,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Pine Valley,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1547.geojson,,636,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1549,633,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Fishlake,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1549.geojson,,633,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1551,618,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,"San Juan, Abajo Mtns",Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1551.geojson,,618,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1552,614,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Vernal/Bonanza,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1552.geojson,,614,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1553,613,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Yellowstone,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1553.geojson,,613,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1554,625,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Southwest Desert,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1554.geojson,,625,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1555,621,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,"Wasatch Mtns, East",Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1555.geojson,,621,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1556,620,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,"Wasatch Mtns, West",Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1556.geojson,,620,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1559,635,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Zion,Deer,Buck,General Season,Any Legal Weapon (Late),LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1559.geojson,,635,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1561,607,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Box Elder,Deer,Buck,General Season,Muzzleloader,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1561.geojson,,607,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1563,619,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Manti/San Rafael,Deer,Buck,General Season,Muzzleloader,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1563.geojson,,619,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1564,616,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Nebo,Deer,Buck,General Season,Muzzleloader,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1564.geojson,,616,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
LO1566,804,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Fillmore,Deer,Buck,General Season,Muzzleloader,LO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/LO1566.geojson,,804,database|matrix|long|built_demoted|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
