hunt_code,candidate_extra_rows,hunt_names,species,residency_counts,points,source_files
RS6713,3,"Nine Mile, Jack Creek",Rocky Mountain Bighorn Sheep,Resident:3,"12, 22, 25",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
RS6720,1,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,Resident:1,1,UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
RS6721,2,"Oquirrh-Stansbury, West",Rocky Mountain Bighorn Sheep,Resident:2,"13, 21",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
RS6722,1,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,Resident:1,20,UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
RS6724,1,"Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,Resident:1,23,UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
RS6725,1,Nebo,Rocky Mountain Bighorn Sheep,Resident:1,15,UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
RS6726,2,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,Nonresident:1; Resident:1,"11, 16",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
RS6727,1,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,Resident:1,12,UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
TK0001,1,Sportsman Bearded Turkey,Turkey,Resident:1,0,UtahDraws live DrawOddsData: Sportsman:Sportsman
TK1003,7,Central Area,Turkey,Nonresident:2; Resident:5,"0, 2, 3, 4",UtahDraws live DrawOddsData: Turkey:Limited-Entry
TK1004,8,Northeastern Area,Turkey,Nonresident:3; Resident:5,"0, 1, 2, 3",UtahDraws live DrawOddsData: Turkey:Limited-Entry | C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf
TK1005,7,Northern Area,Turkey,Nonresident:3; Resident:4,"0, 1, 2, 3",UtahDraws live DrawOddsData: Turkey:Limited-Entry | C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf
TK1006,5,Southeastern Area,Turkey,Nonresident:1; Resident:4,"0, 1, 2, 3",UtahDraws live DrawOddsData: Turkey:Limited-Entry
TK1007,10,Southern Area,Turkey,Nonresident:3; Resident:7,"0, 1, 2, 3, 4",UtahDraws live DrawOddsData: Turkey:Limited-Entry
TK1018,5,Pahvant Ensign,Turkey,Nonresident:4; Resident:1,"1, 2, 4, 5",C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf | UtahDraws live DrawOddsData: Turkey:CWMU
TK1021,3,East Zion,Turkey,Nonresident:2; Resident:1,"2, 4",C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf | UtahDraws live DrawOddsData: Turkey:CWMU
