hunt_code,species,hunt_name,active_2026,harvest_quality_index,demand_pressure_signal,demand_pressure_category,point_creep_quality_adjustment,harvest_success_recent,harvest_success_3yr_avg,harvest_success_delta_1yr,harvest_success_trend_direction,hunter_satisfaction_recent,hunter_satisfaction_3yr_avg,hunter_effort_days_recent,hunter_effort_days_3yr_avg,harvest_recent,harvest_3yr_avg,hunters_afield_recent,hunters_afield_3yr_avg,average_harvest_age_recent,average_harvest_age_3yr_reported,average_harvest_age_3yr_computed,average_age_recent,average_age_3yr_avg,percent_female_recent,percent_adult_male_recent,population_signal_recent,pursuit_pressure_recent,harvest_feature_source_years,harvest_feature_match_method,harvest_feature_data_quality_grade,harvest_feature_reason_codes
EA1278,Elk,"Manti, Ferron-Nelson Mtn",YES,54.992,54.992,MODERATE_DEMAND_SIGNAL,0,48.7,48.7,,UNKNOWN,3.3,3.3,5.4,5.4,19,19,39,39,,,,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1279,Elk,"Manti, Ferron-Nelson Mtn",YES,42.521,42.521,MODERATE_DEMAND_SIGNAL,0,33.3,33.3,,UNKNOWN,3.1,3.1,7.7,7.7,14,14,42,42,,,,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1282,Elk,"Ogden, North",YES,,,UNKNOWN_DEMAND_SIGNAL,0,,,,UNKNOWN,,,,,,,0,0,,,,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HARVEST_TOTAL|NO_HUNTER_SATISFACTION|NO_PERCENT_SUCCESS|NO_USABLE_QUALITY_COMPONENTS|SPARSE_HISTORY
PD1059,Pronghorn,"Parker Mtn, Plains",YES,84.144,84.144,HIGH_DEMAND_SIGNAL,0.25,82.6,82.6,,UNKNOWN,4.3,4.3,1.7,1.7,19,19,23,23,,,,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PD1060,Pronghorn,"Parker Mtn, Plains",YES,81.736,81.736,HIGH_DEMAND_SIGNAL,0.25,85.7,85.7,,UNKNOWN,3.7,3.7,2,2,30,30,35,35,,,,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1272,Elk,"East Canyon, East",YES,24.567,24.567,LOW_DEMAND_SIGNAL,-0.1,5.1,5.1,,UNKNOWN,2.4,2.4,6.5,6.5,5,5,99,99,,,,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB0008,Deer,Deer Extended,YES,43.15,46.767,MODERATE_DEMAND_SIGNAL,0,21.3,20.9,0.8,FLAT,3.3,3.3,9.5,9.5,288,449.5,1352,2163.5,,,,,,,,,,2020|2025,EXACT_HUNT_CODE_HISTORY,B,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1220,Elk,Manti,YES,65.667,43.238,MODERATE_DEMAND_SIGNAL,0,0,50,-100,DECREASING,,,4,3.5,0,1,0,1.333,6.5,,6.5,6.5,6.5,,,,,2021|2023|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1258,Elk,La Sal,YES,57,57,MODERATE_DEMAND_SIGNAL,0,,,,UNKNOWN,,,,,,,0,0,5.7,6.1,5.7,5.7,5.7,,,,,2023|2025,EXACT_HUNT_CODE_HISTORY,B,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_DAYS|NO_HARVEST_TOTAL|NO_HUNTER_SATISFACTION|NO_PERCENT_SUCCESS|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EB3209,Elk,"Box Elder, Pilot Mtn",YES,66.154,66.154,HIGH_DEMAND_SIGNAL,0.1,100,100,,UNKNOWN,2,2,13,13,1,1,1,1,,,,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DS1003,Desert Bighorn Sheep,"Kaiparowits, Escalante East/West",YES,88.718,88.718,HIGH_DEMAND_SIGNAL,0.25,100,100,,UNKNOWN,4,4,4,4,1,1,1,1,,,,,,,,,,2023|2025,EXACT_HUNT_CODE_HISTORY,B,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1221,Elk,Fishlake/Thousand Lake,YES,78.333,49.048,MODERATE_DEMAND_SIGNAL,0,0,33.333,-100,DECREASING,4,4,3,2,0,0.333,1,1,,,,,,,,,,2019|2023|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DA1044,Deer,Myton,YES,42.143,24.796,LOW_DEMAND_SIGNAL,-0.1,28,36.633,-9.5,DECREASING,3.8,3.8,47,19.5,28,29,0,35,,,,,,,,,,2022|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1040,Elk,"Monroe, Koosharem Valley",YES,52.852,72.989,HIGH_DEMAND_SIGNAL,0.1,25,13.9,8.3,INCREASING,,,2.5,6.233,1,0.667,4,6,9.1,8.1,8.067,9.1,8.067,100,,,,2021|2022|2023|2024,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1074,Elk,Pine Valley,YES,22.5,27.143,LOW_DEMAND_SIGNAL,0,0,0,0,FLAT,,,9.3,5.8,0,0,3,4.667,,,,,,,,,,2022|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1116,Elk,Zion,YES,35.833,25.048,LOW_DEMAND_SIGNAL,0,0,4.433,-13.3,DECREASING,,,7.7,7.4,0,1,15,23,,,,,,,,,,2022|2023|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1126,Elk,Cotton Thomas,YES,75,68.571,HIGH_DEMAND_SIGNAL,0.1,0,0,0,FLAT,,,3,4.5,0,0,3,2.667,,,,,,,,,,2020|2021|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1176,Elk,Weber Florence Creek,YES,28.024,22.728,LOW_DEMAND_SIGNAL,-0.1,23.8,47.033,-41.6,DECREASING,,,3.5,3.8,21,24.333,90,60,,,,,,90.476,,,,2020|2021|2024,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1252,Elk,"Southwest Desert, Burbank/Garrison",YES,49.757,40.239,MODERATE_DEMAND_SIGNAL,0,25,26.1,-8.3,DECREASING,,,3.3,4.333,1,3,4,12.333,8.1,7.6,8.25,8.1,8.25,100,,,,2022|2023|2024,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
MA1006,Moose,"Wasatch Mtns, West",YES,91.179,91.179,HIGH_DEMAND_SIGNAL,0.25,100,100,,UNKNOWN,4.4,4.4,4,4,5,5,5,5,,,,,,,,,,2025,UNIT_SPECIES_HISTORY,D,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_UNIT_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|HUNT_CODE_NAME_OR_SPECIES_MISMATCH_REJECTED|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PD1006,Pronghorn,Plateau,YES,63.115,61.209,MODERATE_DEMAND_SIGNAL,0,50,54.733,3.1,INCREASING,,,2.6,2.2,18,27,36,47,,,,,,,,,,2017|2018|2019,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
PD1016,Pronghorn,Zane,YES,71.222,46.841,MODERATE_DEMAND_SIGNAL,0,50,70,-10,DECREASING,5,5,2.5,1.933,2,4.333,4,6,,,,,,,,,,2019|2020|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PD1025,Pronghorn,Cottonwood Ridge,YES,98.889,77.937,HIGH_DEMAND_SIGNAL,0.25,100,100,0,FLAT,5,5,1,1.2,3,7,3,7,,,,,,,,,,2019|2020|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PD1026,Pronghorn,Pahvant Ensign,YES,98.556,77.317,HIGH_DEMAND_SIGNAL,0.25,100,100,0,FLAT,5,5,1.3,1.1,4,5,4,5,,,,,,,,,,2019|2020|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PD1032,Pronghorn,Antelope Creek,YES,98.485,78.277,HIGH_DEMAND_SIGNAL,0.25,100,100,0,FLAT,,,1,1.133,8,8.333,8,8.333,,,,,,,,,,2018|2019|2020,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
PD1045,Pronghorn,The Rose of Snowville,YES,92.844,79.692,HIGH_DEMAND_SIGNAL,0.25,100,88.433,12.5,INCREASING,4.7,4.267,3.5,2.067,7,5.333,8,6.333,,,,,,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|HUNT_CODE_NAME_OR_SPECIES_MISMATCH_REJECTED|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
PD1046,Pronghorn,Green River Flat,YES,96.107,86.874,HIGH_DEMAND_SIGNAL,0.25,100,94.433,16.7,INCREASING,5,4.5,1.5,1.3,5,5,6,5.333,,,,,,,,,,2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|HUNT_CODE_NAME_OR_SPECIES_MISMATCH_REJECTED|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DA1051,Deer,Beaver City,YES,,,UNKNOWN_DEMAND_SIGNAL,0,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,NO_HARVEST_HISTORY,F,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_UNIT_SPECIES|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HARVEST_TOTAL|NO_HUNTERS_AFIELD|NO_HUNTER_SATISFACTION|NO_PERCENT_SUCCESS|NO_USABLE_HARVEST_HISTORY|NO_USABLE_QUALITY_COMPONENTS|SPECIES_WIDE_FALLBACK_PROHIBITED
EA1007,Elk,"Box Elder, Grouse Creek",YES,61.733,44.133,MODERATE_DEMAND_SIGNAL,0,0,36.667,-60,DECREASING,,,5,5.833,0,1.667,4,4.333,6.4,,6.4,6.4,6.4,,,,,2020|2021|2022,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1053,Elk,"Nine Mile, West Anthro",YES,72.209,77.976,HIGH_DEMAND_SIGNAL,0.25,71.1,47.633,36.7,INCREASING,4.4,4.4,3.8,4.3,32,62.667,45,159.667,,,,,,,,,,2019|2020|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1107,Elk,"Wasatch Mtns, Currant Creek",YES,48.237,68.135,HIGH_DEMAND_SIGNAL,0.1,37.8,28.467,22.5,INCREASING,3.6,3.6,6.6,8.5,42,33.667,111,120,,,,,,,,,,2019|2020|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1288,Elk,"Manti, Ferron Lower Escarpment",YES,69.337,59.135,MODERATE_DEMAND_SIGNAL,0,75,73.667,1.1,FLAT,4.4,4.167,13.9,12.667,96,88.333,269,223.667,5.8,6,5.8,5.8,5.8,,,,,2024|2025,UNIT_SPECIES_HISTORY,C,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_UNIT_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1289,Elk,"Manti, Ferron Lower Escarpment",YES,69.337,59.135,MODERATE_DEMAND_SIGNAL,0,75,73.667,1.1,FLAT,4.4,4.167,13.9,12.667,96,88.333,269,223.667,5.8,6,5.8,5.8,5.8,,,,,2024|2025,UNIT_SPECIES_HISTORY,C,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_UNIT_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1290,Elk,"Manti, Ferron Lower Escarpment",YES,69.337,59.135,MODERATE_DEMAND_SIGNAL,0,75,73.667,1.1,FLAT,4.4,4.167,13.9,12.667,96,88.333,269,223.667,5.8,6,5.8,5.8,5.8,,,,,2024|2025,UNIT_SPECIES_HISTORY,C,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_UNIT_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1291,Elk,Mt Dutton North,YES,,,UNKNOWN_DEMAND_SIGNAL,0,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,NO_HARVEST_HISTORY,F,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_UNIT_SPECIES|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HARVEST_TOTAL|NO_HUNTERS_AFIELD|NO_HUNTER_SATISFACTION|NO_PERCENT_SUCCESS|NO_USABLE_HARVEST_HISTORY|NO_USABLE_QUALITY_COMPONENTS|SPECIES_WIDE_FALLBACK_PROHIBITED
EA1292,Elk,Mt Dutton North,YES,,,UNKNOWN_DEMAND_SIGNAL,0,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,NO_HARVEST_HISTORY,F,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_UNIT_SPECIES|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HARVEST_TOTAL|NO_HUNTERS_AFIELD|NO_HUNTER_SATISFACTION|NO_PERCENT_SUCCESS|NO_USABLE_HARVEST_HISTORY|NO_USABLE_QUALITY_COMPONENTS|SPECIES_WIDE_FALLBACK_PROHIBITED
EA1293,Elk,"North Slope, Three Corners",YES,83.778,63.711,MODERATE_DEMAND_SIGNAL,0,100,94.2,0,FLAT,5,4.867,10.5,8.633,19,13,24,22,6.1,5.5,6.1,6.1,6.1,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1294,Elk,"Paunsaugunt, East Creek",YES,35.67,55.768,MODERATE_DEMAND_SIGNAL,0,25,13.667,16.7,INCREASING,3.1,2.467,10.4,9.467,16,6,64,29.667,4.2,,4.2,4.2,4.2,,,,,2020|2021|2025,UNIT_SPECIES_HISTORY,C,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_UNIT_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1295,Elk,"Wasatch Mtns, Avintaquin",YES,48.371,53.233,MODERATE_DEMAND_SIGNAL,0,26,24.333,4,INCREASING,3.2,3.15,4.9,4.633,35,29.667,159,123.333,,,,,,,,,,2019|2020|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1296,Elk,"Wasatch Mtns, Currant Creek",YES,48.237,68.135,HIGH_DEMAND_SIGNAL,0.1,37.8,28.467,22.5,INCREASING,3.6,3.6,6.6,8.5,42,33.667,111,120,,,,,,,,,,2019|2020|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1297,Elk,"Wasatch Mtns, Red Creek West",YES,64.719,52.888,MODERATE_DEMAND_SIGNAL,0,69,67.767,1.4,FLAT,4.2,4.033,20,16.1,96,81,714,412.333,5,5.1,5,5,5,,,,,2023|2024|2025,UNIT_SPECIES_HISTORY,C,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_UNIT_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1298,Elk,"Wasatch Mtns, Wildcat/Timber Canyon",YES,64.719,52.888,MODERATE_DEMAND_SIGNAL,0,69,67.767,1.4,FLAT,4.2,4.033,20,16.1,96,81,714,412.333,5,5.1,5,5,5,,,,,2023|2024|2025,UNIT_SPECIES_HISTORY,C,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_UNIT_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1299,Elk,"Wasatch Mtns, West-Central",YES,31.862,25.493,LOW_DEMAND_SIGNAL,0,13.8,22.3,-16.1,DECREASING,3.1,3.1,4,4.067,49,77,354,346,,,,,,,,,,2019|2020|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1300,Elk,"Wasatch Mtns, West-Central",YES,31.862,25.493,LOW_DEMAND_SIGNAL,0,13.8,22.3,-16.1,DECREASING,3.1,3.1,4,4.067,49,77,354,346,,,,,,,,,,2019|2020|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1301,Elk,The Dirty Dozen,YES,,,UNKNOWN_DEMAND_SIGNAL,0,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,NO_HARVEST_HISTORY,F,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_UNIT_SPECIES|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HARVEST_TOTAL|NO_HUNTERS_AFIELD|NO_HUNTER_SATISFACTION|NO_PERCENT_SUCCESS|NO_USABLE_HARVEST_HISTORY|NO_USABLE_QUALITY_COMPONENTS|SPECIES_WIDE_FALLBACK_PROHIBITED
MA1011,Moose,Beaver Hollow CWMU,YES,,,UNKNOWN_DEMAND_SIGNAL,0,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,NO_HARVEST_HISTORY,F,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_UNIT_SPECIES|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HARVEST_TOTAL|NO_HUNTERS_AFIELD|NO_HUNTER_SATISFACTION|NO_PERCENT_SUCCESS|NO_USABLE_HARVEST_HISTORY|NO_USABLE_QUALITY_COMPONENTS|SPECIES_WIDE_FALLBACK_PROHIBITED
PD1011,Pronghorn,Deseret,YES,41.824,30.328,LOW_DEMAND_SIGNAL,0,41.2,77.033,-54.7,DECREASING,,,1.7,1.4,8,53,19,59.333,,,,,,,,,,2017|2018|2019,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED
